CONCEPT_A	CONCEPT_B	OSM_URI_A	OSM_URI_B	QUESTION	VECTOR_MEASURE	TERM_MEASURE	CORPUS	INCLUDED_POS	PAIRS_AB	PAIRS_BA	HUMAN_SIM	MACHINE_SIM_AB	MACHINE_SIM_BA	MACHINE_SIM
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.090909091	0.012868302	0.012868302	0.012868302
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.909090909	0.119425895	0.119425895	0.119425895
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.772727273	0.117422388	0.117422388	0.117422388
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.772727273	0.092036798	0.092036798	0.092036798
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.636363636	0.098205133	0.098205133	0.098205133
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.545454545	0.040038752	0.040038752	0.040038752
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.454545455	0.095589304	0.095589304	0.095589304
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.363636364	0.093873235	0.093873235	0.093873235
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.181818182	0.04364109	0.04364109	0.04364109
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0.272727273	0.045821626	0.045821626	0.045821626
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	hso	Irish Indep	NN VB JJ	0	0	0	0.050352138	0.050352138	0.050352138
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.909090909	0.110267692	0.110267692	0.110267692
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.772727273	0.088850523	0.088850523	0.088850523
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.772727273	0.077934709	0.077934709	0.077934709
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.636363636	0.074358905	0.074358905	0.074358905
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.545454545	0.041372869	0.041372869	0.041372869
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.454545455	0.083086222	0.083086222	0.083086222
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.363636364	0.067063086	0.067063086	0.067063086
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.181818182	0.037531707	0.037531707	0.037531707
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0.272727273	0.047611903	0.047611903	0.047611903
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	jcn	Irish Indep	NN VB JJ	0	0	0	0.043094888	0.043094888	0.043094888
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.909090909	0.316923866	0.316923866	0.316923866
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.772727273	0.319087266	0.319087266	0.319087266
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.772727273	0.278449132	0.278449132	0.278449132
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.636363636	0.293753046	0.293753046	0.293753046
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.545454545	0.217185863	0.217185863	0.217185863
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.454545455	0.321857764	0.321857764	0.321857764
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.363636364	0.319014239	0.319014239	0.319014239
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.181818182	0.198640109	0.198640109	0.198640109
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0.272727273	0.232246941	0.232246941	0.232246941
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lch	Irish Indep	NN VB JJ	0	0	0	0.245797205	0.245797205	0.245797205
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.909090909	0.211990149	0.211990149	0.211990149
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.772727273	0.159722535	0.159722535	0.159722535
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.772727273	0.149993769	0.149993769	0.149993769
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.636363636	0.221868191	0.221868191	0.221868191
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.545454545	0.098938078	0.098938078	0.098938078
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.454545455	0.193428561	0.193428561	0.193428561
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.363636364	0.201394958	0.201394958	0.201394958
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.181818182	0.096980432	0.096980432	0.096980432
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0.272727273	0.135433456	0.135433456	0.135433456
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lin	Irish Indep	NN VB JJ	0	0	0	0.131851572	0.131851572	0.131851572
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.909090909	0.200062521	0.200062521	0.200062521
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.772727273	0.178406353	0.178406353	0.178406353
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.772727273	0.141878144	0.141878144	0.141878144
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.636363636	0.210491927	0.210491927	0.210491927
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.545454545	0.080349385	0.080349385	0.080349385
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.454545455	0.163796322	0.163796322	0.163796322
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.363636364	0.16620121	0.16620121	0.16620121
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.181818182	0.089474529	0.089474529	0.089474529
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0.272727273	0.113111678	0.113111678	0.113111678
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	res	Irish Indep	NN VB JJ	0	0	0	0.111705625	0.111705625	0.111705625
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.909090909	0.405839029	0.405839029	0.405839029
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.772727273	0.392504847	0.392504847	0.392504847
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.772727273	0.355484784	0.355484784	0.355484784
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.636363636	0.392722879	0.392722879	0.392722879
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.545454545	0.25234259	0.25234259	0.25234259
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.454545455	0.400980239	0.400980239	0.400980239
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.363636364	0.406444359	0.406444359	0.406444359
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.181818182	0.240960302	0.240960302	0.240960302
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0.272727273	0.278974189	0.278974189	0.278974189
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	wup	Irish Indep	NN VB JJ	0	0	0	0.292402763	0.292402763	0.292402763
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.909090909	0.002247443	0.002247443	0.002247443
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.772727273	0.002250613	0.002250613	0.002250613
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.772727273	0.001640984	0.001640984	0.001640984
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.636363636	6.55E-04	6.55E-04	6.55E-04
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.545454545	3.94E-04	3.94E-04	3.94E-04
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.454545455	9.15E-04	9.15E-04	9.15E-04
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.363636364	0.001226437	0.001226437	0.001226437
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.181818182	4.35E-04	4.35E-04	4.35E-04
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0.272727273	3.39E-04	3.39E-04	3.39E-04
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	lesk	Irish Indep	NN VB JJ	0	0	0	0.001086384	0.001086384	0.001086384
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.909090909	0.144022659	0.144022659	0.144022659
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.772727273	0.145627668	0.145627668	0.145627668
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.772727273	0.118434971	0.118434971	0.118434971
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.636363636	0.113638792	0.113638792	0.113638792
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.545454545	0.06777416	0.06777416	0.06777416
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.454545455	0.1270822	0.1270822	0.1270822
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.363636364	0.122484089	0.122484089	0.122484089
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.181818182	0.074250245	0.074250245	0.074250245
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0.272727273	0.081017355	0.081017355	0.081017355
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	path	Irish Indep	NN VB JJ	0	0	0	0.087758281	0.087758281	0.087758281
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.909090909	0.177449728	0.177449728	0.177449728
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.772727273	0.168020672	0.168020672	0.168020672
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.772727273	0.144422041	0.144422041	0.144422041
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.636363636	0.126115433	0.126115433	0.126115433
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.545454545	0.092845667	0.092845667	0.092845667
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.454545455	0.153150767	0.153150767	0.153150767
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.363636364	0.187436952	0.187436952	0.187436952
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.181818182	0.085664082	0.085664082	0.085664082
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0.272727273	0.094770706	0.094770706	0.094770706
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vector	Irish Indep	NN VB JJ	0	0	0	0.105508409	0.105508409	0.105508409
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.909090909	0.044132744	0.044132744	0.044132744
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.772727273	0.040115801	0.040115801	0.040115801
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.772727273	0.031056782	0.031056782	0.031056782
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.636363636	0.032819505	0.032819505	0.032819505
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.545454545	0.020683025	0.020683025	0.020683025
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.454545455	0.042840864	0.042840864	0.042840864
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.363636364	0.027799267	0.027799267	0.027799267
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.181818182	0.018611421	0.018611421	0.018611421
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.272727273	0.015970279	0.015970279	0.015970279
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	fes	vectorp	Irish Indep	NN VB JJ	0	0	0	0.027739742	0.027739742	0.027739742
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.909090909	0.032204775	0.032204775	0.032204775
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.818181818	0.046154939	0.046154939	0.046154939
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.727272727	0.052158898	0.052158898	0.052158898
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.636363636	0.038114518	0.038114518	0.038114518
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.545454545	0.045087274	0.045087274	0.045087274
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.363636364	0.049743953	0.049743953	0.049743953
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.181818182	0.036023406	0.036023406	0.036023406
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	hso	Irish Indep	NN VB JJ	0	0	0.090909091	0.033757035	0.033757035	0.033757035
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.909090909	0.043437597	0.043437597	0.043437597
